Country,state_name,Year,Name Of The Region,Additional Info,"Distribution Of Offices Of Scheduled Commercial Banks (UOM:Number), Scaling Factor:1","Credit-Deposit Ratio Of Scheduled Commercial Banks According To Place Of Sanction (UOM:Ratio), Scaling Factor:1","Credit-Deposit Ratio Of Scheduled Commercial Banks According To Place Of Utilisation (UOM:Ratio), Scaling Factor:1","Deposits By Scheduled Commercial Banks In India (UOM:INR(IndianRupees)), Scaling Factor:10000000","Credit By Scheduled Commercial Banks In India (UOM:INR(IndianRupees)), Scaling Factor:10000000","Credit To Agriculture By Scheduled Commercial Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Credit To Industry By Scheduled Commercial Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Personal Loans By Scheduled Commercial Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits Of Regional Rural Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Credit Of Regional Rural Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Credit-Deposit Ratio Of Regional Rural Banks (UOM:Ratio), Scaling Factor:1","Number Of Branches Of Regional Rural Banks (UOM:Number), Scaling Factor:1"
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2021",North-Eastern Region,,169.0,25.2,30.2,19525.0,5897.0,248.0,477.0,3678.0,837.0,200.0,23.9,32.0
India,Assam,"Calendar Year (Jan - Dec), 2021",North-Eastern Region,,3020.0,46.7,48.1,173014.0,83235.0,12992.0,8970.0,37876.0,11504.0,4406.0,38.3,482.0
India,Bihar,"Calendar Year (Jan - Dec), 2021",Eastern Region,,7584.0,40.1,41.2,397492.0,163964.0,49605.0,18683.0,53366.0,36671.0,20390.0,55.6,2124.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2021",Northern Region,,442.0,96.1,99.4,81320.0,80793.0,1414.0,30877.0,14834.0,,,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2021",Central Region,,2844.0,62.7,66.8,173217.0,115659.0,13470.0,29508.0,38233.0,12472.0,4452.0,35.7,624.0
India,Delhi,"Calendar Year (Jan - Dec), 2021",Northern Region,,3747.0,93.9,96.6,1400864.0,1353058.0,24771.0,618927.0,123903.0,,0.0,,
India,Goa,"Calendar Year (Jan - Dec), 2021",Western Region,,687.0,24.5,25.8,85771.0,22166.0,1139.0,3889.0,11450.0,,,,
India,Gujarat,"Calendar Year (Jan - Dec), 2021",Western Region,,8582.0,69.9,79.5,830161.0,659772.0,70723.0,255167.0,195114.0,16974.0,10468.0,61.7,762.0
India,Haryana,"Calendar Year (Jan - Dec), 2021",Northern Region,,5225.0,53.4,59.8,538565.0,321936.0,51275.0,85225.0,94627.0,17652.0,10696.0,60.6,666.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2021",Northern Region,,1683.0,30.9,32.0,112344.0,35899.0,6879.0,5748.0,14569.0,6478.0,2443.0,37.7,270.0
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2021",Northern Region,,1800.0,48.5,48.9,142897.0,69908.0,9039.0,,34569.0,5668.0,3084.0,54.4,345.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2021",Eastern Region,,3190.0,29.8,31.5,256070.0,80679.0,10390.0,15048.0,32569.0,8174.0,3450.0,42.2,452.0
India,Karnataka,"Calendar Year (Jan - Dec), 2021",Southern Region,,10875.0,59.8,63.2,1256023.0,793376.0,121196.0,178391.0,273734.0,43401.0,36731.0,84.6,1770.0
India,Kerala,"Calendar Year (Jan - Dec), 2021",Southern Region,,6869.0,62.3,64.0,607649.0,388732.0,81895.0,43919.0,148016.0,18261.0,18456.0,101.1,645.0
India,Ladakh,"Calendar Year (Jan - Dec), 2021",Northern Region,,75.0,34.9,35.4,6161.0,2181.0,269.0,157.0,1342.0,16.0,22.0,136.4,2.0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2021",Southern Region,,21.0,7.8,7.9,1239.0,97.0,10.0,4.0,62.0,,,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2021",Central Region,,7248.0,67.9,70.7,453372.0,320452.0,81506.0,57421.0,90865.0,25195.0,13362.0,53.0,1343.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2021",Western Region,,13648.0,92.5,79.2,3163108.0,2504795.0,102900.0,803067.0,525366.0,18253.0,10119.0,55.4,748.0
India,Manipur,"Calendar Year (Jan - Dec), 2021",North-Eastern Region,,210.0,57.7,60.1,12323.0,7405.0,470.0,429.0,5262.0,381.0,190.0,49.7,27.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2021",North-Eastern Region,,367.0,37.6,37.9,25821.0,9785.0,561.0,1848.0,5056.0,2678.0,842.0,31.4,93.0
India,Mizoram,"Calendar Year (Jan - Dec), 2021",North-Eastern Region,,210.0,42.0,42.2,12000.0,5063.0,475.0,408.0,3229.0,4155.0,2050.0,49.3,92.0
India,Nagaland,"Calendar Year (Jan - Dec), 2021",North-Eastern Region,,180.0,43.2,57.3,12579.0,7208.0,281.0,1855.0,4235.0,117.0,33.0,28.2,11.0
India,Odisha,"Calendar Year (Jan - Dec), 2021",Eastern Region,,5289.0,39.5,42.9,363567.0,155954.0,23978.0,31270.0,47767.0,20832.0,8606.0,41.3,994.0
India,Puducherry,"Calendar Year (Jan - Dec), 2021",Southern Region,,268.0,64.8,67.2,22138.0,14885.0,3637.0,1458.0,5906.0,895.0,836.0,93.4,44.0
India,Punjab,"Calendar Year (Jan - Dec), 2021",Northern Region,,6700.0,55.0,57.4,459027.0,263532.0,66375.0,61886.0,64554.0,10133.0,7627.0,75.3,429.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2021",Northern Region,,7871.0,77.9,81.9,474438.0,388631.0,104797.0,69401.0,114845.0,34388.0,25229.0,73.4,1588.0
India,Sikkim,"Calendar Year (Jan - Dec), 2021",Eastern Region,,164.0,35.8,36.3,10604.0,3847.0,169.0,209.0,2232.0,,,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2021",Southern Region,,12028.0,101.7,103.8,1008731.0,1046952.0,223007.0,247712.0,260647.0,14830.0,15659.0,105.6,652.0
India,Telangana,"Calendar Year (Jan - Dec), 2021",Southern Region,,5579.0,93.2,99.3,605468.0,601477.0,79689.0,183349.0,201322.0,20712.0,26513.0,128.0,934.0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2021",Western Region,Since 2020 figures for Dadra & Nagar Haveli include Daman & Diu as well,,17.65,26.2,11586.0,6066.0,109.0,3039.0,2108.0,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2021",Western Region,,,,,,,,,,,,,
India,Tripura,"Calendar Year (Jan - Dec), 2021",North-Eastern Region,,579.0,42.1,42.6,28400.0,12093.0,2483.0,907.0,4873.0,7567.0,2705.0,35.7,149.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",Central Region,,18125.0,41.5,44.2,1277878.0,565113.0,159257.0,102032.0,176301.0,102629.0,57590.0,56.1,4360.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",Central Region,,2220.0,35.3,36.7,165333.0,60740.0,8216.0,12779.0,25461.0,6024.0,2608.0,43.3,287.0
India,West Bengal,"Calendar Year (Jan - Dec), 2021",Eastern Region,,9379.0,46.5,49.2,889011.0,437348.0,46372.0,141557.0,107044.0,26606.0,12599.0,47.4,980.0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2020",Eastern Region,,71.0,41.0,44.1,5811.0,2561.0,132.0,254.0,1519.0,,,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",Southern Region,,7252.0,125.3,128.9,324873.0,418830.0,130732.0,76779.0,124296.0,32890.0,31908.0,97.0,1291.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",North-Eastern Region,,164.0,24.9,25.3,17171.0,4338.0,241.0,269.0,2900.0,730.0,162.0,22.1,31.0
India,Assam,"Calendar Year (Jan - Dec), 2020",North-Eastern Region,,2957.0,43.0,44.4,164299.0,72954.0,12916.0,8741.0,31826.0,11113.0,4044.0,36.4,482.0
India,Bihar,"Calendar Year (Jan - Dec), 2020",Eastern Region,,7463.0,36.1,37.2,375707.0,139590.0,43460.0,14131.0,44537.0,36589.0,18883.0,51.6,2124.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2020",Northern Region,,454.0,108.5,107.5,72552.0,78002.0,2840.0,36404.0,13326.0,,,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",Central Region,,2823.0,62.4,65.2,160542.0,104647.0,15572.0,25707.0,32621.0,11332.0,3511.0,31.0,624.0
India,Delhi,"Calendar Year (Jan - Dec), 2020",Northern Region,,3825.0,110.2,110.7,1238245.0,1370412.0,30271.0,669143.0,116885.0,,0.0,,
India,Goa,"Calendar Year (Jan - Dec), 2020",Western Region,,697.0,25.1,26.3,76533.0,20146.0,843.0,3972.0,10590.0,,,,
India,Gujarat,"Calendar Year (Jan - Dec), 2020",Western Region,,8626.0,74.8,82.8,738912.0,611499.0,63349.0,250566.0,170900.0,15268.0,9389.0,61.5,756.0
India,Haryana,"Calendar Year (Jan - Dec), 2020",Northern Region,,5224.0,54.8,64.8,475352.0,308058.0,50436.0,83374.0,83109.0,16189.0,10152.0,62.7,666.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020",Northern Region,,1652.0,30.2,31.2,103545.0,32327.0,6525.0,5034.0,12446.0,5811.0,2117.0,36.4,270.0
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2020",Northern Region,,1767.0,45.8,46.2,128026.0,59202.0,7240.0,9538.0,28313.0,5190.0,2626.0,50.6,337.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2020",Eastern Region,,3169.0,28.5,30.4,234106.0,71055.0,9170.0,13736.0,27517.0,7588.0,3100.0,40.9,452.0
India,Karnataka,"Calendar Year (Jan - Dec), 2020",Southern Region,,10778.0,65.2,69.9,1061242.0,741838.0,103972.0,175728.0,248512.0,40599.0,32939.0,81.1,1787.0
India,Kerala,"Calendar Year (Jan - Dec), 2020",Southern Region,,6801.0,65.0,66.2,545024.0,360892.0,80291.0,42480.0,132779.0,16442.0,17910.0,108.9,645.0
India,Ladakh,"Calendar Year (Jan - Dec), 2020",Northern Region,,68.0,36.1,36.6,4955.0,1812.0,254.0,128.0,1054.0,16.0,21.0,128.2,2.0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2020",Southern Region,,13.0,8.7,8.7,1115.0,97.0,12.0,10.0,60.0,,,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020",Central Region,,7234.0,69.2,72.1,396779.0,285989.0,73320.0,52487.0,79731.0,23174.0,12161.0,52.5,1343.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",Western Region,,13578.0,102.0,89.4,2807751.0,2511092.0,96250.0,884126.0,470361.0,15649.0,8454.0,54.0,750.0
India,Manipur,"Calendar Year (Jan - Dec), 2020",North-Eastern Region,,203.0,57.2,59.1,10369.0,6129.0,520.0,345.0,4292.0,316.0,163.0,51.7,27.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",North-Eastern Region,,364.0,35.3,35.5,23756.0,8435.0,572.0,2175.0,4318.0,2252.0,756.0,33.6,93.0
India,Mizoram,"Calendar Year (Jan - Dec), 2020",North-Eastern Region,,203.0,36.1,36.8,11332.0,4174.0,397.0,275.0,2671.0,3478.0,1536.0,44.2,88.0
India,Nagaland,"Calendar Year (Jan - Dec), 2020",North-Eastern Region,,176.0,37.5,37.9,12242.0,4644.0,249.0,342.0,3380.0,114.0,34.0,29.8,11.0
India,Odisha,"Calendar Year (Jan - Dec), 2020",Eastern Region,,5223.0,39.5,42.2,341140.0,143879.0,20514.0,35731.0,39791.0,19552.0,8018.0,41.0,994.0
India,Puducherry,"Calendar Year (Jan - Dec), 2020",Southern Region,,267.0,64.0,66.5,20043.0,13322.0,2805.0,1387.0,5233.0,804.0,683.0,84.9,43.0
India,Punjab,"Calendar Year (Jan - Dec), 2020",Northern Region,,6735.0,57.1,59.4,410987.0,244057.0,67532.0,58150.0,56495.0,8860.0,6846.0,77.3,426.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",Northern Region,,7775.0,79.6,83.9,420150.0,352425.0,97719.0,59655.0,100363.0,29870.0,21528.0,72.1,1579.0
India,Sikkim,"Calendar Year (Jan - Dec), 2020",Eastern Region,,162.0,31.2,31.7,10130.0,3216.0,154.0,186.0,1844.0,,,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",Southern Region,,11829.0,107.5,109.2,899038.0,981665.0,182990.0,258414.0,234074.0,12440.0,12229.0,98.3,646.0
India,Telangana,"Calendar Year (Jan - Dec), 2020",Southern Region,,5388.0,103.6,110.5,498184.0,550411.0,67321.0,184111.0,170189.0,19410.0,22835.0,117.6,917.0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Western Region,Since 2020 figures for Dadra & Nagar Haveli include Daman & Diu as well,,22.35,32.35,9979.0,6458.0,95.0,2700.0,1948.0,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2020",Western Region,,,,,,,,,,,,,
India,Tripura,"Calendar Year (Jan - Dec), 2020",North-Eastern Region,,565.0,42.5,42.8,26487.0,11346.0,2835.0,883.0,4248.0,7190.0,2747.0,38.2,149.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Central Region,,18041.0,41.5,44.3,1144902.0,507550.0,146162.0,91950.0,152681.0,93839.0,52614.0,56.1,4330.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Central Region,,2194.0,36.5,37.8,149549.0,56551.0,8493.0,12309.0,22591.0,5482.0,2438.0,44.5,287.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Eastern Region,,9251.0,49.3,51.8,827832.0,429211.0,41785.0,161541.0,92689.0,25233.0,11247.0,44.6,980.0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Eastern Region,,69.0,41.9,42.1,5186.0,2181.0,126.0,101.0,1320.0,,0.0,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Southern Region,,7087.0,121.6,124.3,300452.0,373572.0,123985.0,67698.0,105859.0,29074.0,29062.0,100.0,1263.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",North-Eastern Region,,155.0,23.0,23.2,16659.0,3869.0,182.0,286.0,2473.0,656.0,198.0,30.1,30.0
India,Assam,"Calendar Year (Jan - Dec), 2019",North-Eastern Region,,2404.0,44.3,45.8,147091.0,67360.0,12080.0,8744.0,27327.0,10148.0,4140.0,40.8,481.0
India,Bihar,"Calendar Year (Jan - Dec), 2019",Eastern Region,,6917.0,34.7,35.4,353169.0,124996.0,39598.0,14656.0,37853.0,33898.0,17686.0,52.2,2104.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2019",Northern Region,,442.0,111.4,114.1,68300.0,77956.0,3755.0,36896.0,11386.0,,,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019",Central Region,,2634.0,63.3,66.2,142656.0,94404.0,13047.0,25492.0,26673.0,10518.0,3048.0,29.0,624.0
India,Delhi,"Calendar Year (Jan - Dec), 2019",Northern Region,,3716.0,107.4,108.6,1210108.0,1314165.0,35522.0,671544.0,100540.0,,0.0,,
India,Goa,"Calendar Year (Jan - Dec), 2019",Western Region,,697.0,26.4,27.3,71135.0,19416.0,732.0,4521.0,9443.0,,,,
India,Gujarat,"Calendar Year (Jan - Dec), 2019",Western Region,,8150.0,78.8,87.6,674922.0,591533.0,60944.0,255137.0,141871.0,13964.0,8614.0,61.7,761.0
India,Haryana,"Calendar Year (Jan - Dec), 2019",Northern Region,,5008.0,61.1,68.0,409974.0,278875.0,50376.0,74907.0,70184.0,14548.0,9524.0,65.5,666.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Northern Region,,1635.0,30.8,31.8,95529.0,30332.0,6560.0,4641.0,11112.0,5098.0,1848.0,36.3,269.0
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2019",Northern Region,,1830.0,45.5,46.0,118122.0,54282.0,6893.0,8832.0,24751.0,4861.0,2315.0,47.6,343.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Eastern Region,,3051.0,27.7,28.9,218585.0,63245.0,7699.0,13294.0,23594.0,7069.0,2709.0,38.3,453.0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Southern Region,,10285.0,69.7,75.1,934364.0,701678.0,101310.0,183803.0,215308.0,38116.0,32759.0,85.9,1791.0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Southern Region,,6622.0,65.9,67.5,495762.0,334847.0,74607.0,39308.0,117539.0,14774.0,17895.0,121.1,645.0
India,Ladakh,"Calendar Year (Jan - Dec), 2019",Northern Region,,,,,,,,,,,,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Southern Region,,13.0,8.1,8.2,1096.0,90.0,14.0,10.0,53.0,,,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Central Region,,6747.0,67.9,71.0,368951.0,262105.0,71856.0,51987.0,65350.0,21685.0,11889.0,54.8,1335.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Western Region,,12943.0,105.2,93.0,2607845.0,2426920.0,128432.0,875556.0,385523.0,13610.0,8615.0,63.3,747.0
India,Manipur,"Calendar Year (Jan - Dec), 2019",North-Eastern Region,,192.0,49.4,49.8,9927.0,4946.0,478.0,280.0,3306.0,315.0,140.0,44.4,28.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",North-Eastern Region,,346.0,26.9,31.0,24063.0,7448.0,1230.0,1148.0,3552.0,2136.0,701.0,32.8,94.0
India,Mizoram,"Calendar Year (Jan - Dec), 2019",North-Eastern Region,,192.0,36.8,41.5,9255.0,3837.0,405.0,547.0,2106.0,2600.0,1231.0,47.4,86.0
India,Nagaland,"Calendar Year (Jan - Dec), 2019",North-Eastern Region,,164.0,35.4,35.7,11183.0,3991.0,255.0,344.0,2757.0,101.0,30.0,29.4,11.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Eastern Region,,4914.0,38.7,41.2,309554.0,127646.0,19466.0,32662.0,33897.0,17736.0,7729.0,43.6,994.0
India,Puducherry,"Calendar Year (Jan - Dec), 2019",Southern Region,,253.0,66.7,69.4,17818.0,12363.0,2611.0,1518.0,4595.0,598.0,626.0,104.7,43.0
India,Punjab,"Calendar Year (Jan - Dec), 2019",Northern Region,,6614.0,60.3,62.2,379577.0,236211.0,69234.0,61008.0,48503.0,8156.0,6702.0,82.2,421.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",Northern Region,,7391.0,81.4,85.8,379008.0,325240.0,93432.0,57643.0,84627.0,26238.0,19781.0,75.4,1575.0
India,Sikkim,"Calendar Year (Jan - Dec), 2019",Eastern Region,,143.0,28.4,30.3,9632.0,2921.0,140.0,348.0,1541.0,,,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",Southern Region,,11206.0,110.3,111.6,798738.0,891030.0,163840.0,251063.0,203821.0,11226.0,11242.0,100.1,636.0
India,Telangana,"Calendar Year (Jan - Dec), 2019",Southern Region,,5227.0,106.3,113.1,458581.0,518518.0,70594.0,192283.0,137137.0,17462.0,19316.0,110.6,911.0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2019",Western Region,Since 2020 figures for Dadra & Nagar Haveli include Daman & Diu as well,,28.05,33.9,3994.0,2709.0,62.0,1176.0,1000.0,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2019",Western Region,,,13.3,14.75,5055.0,1490.0,38.0,635.0,599.0,,,,
India,Tripura,"Calendar Year (Jan - Dec), 2019",North-Eastern Region,,463.0,41.7,42.1,24880.0,10463.0,3001.0,1107.0,3617.0,6692.0,2576.0,38.5,149.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",Central Region,,17462.0,42.7,45.2,1041507.0,470245.0,139491.0,84801.0,130377.0,86646.0,50907.0,58.8,4323.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",Central Region,,2126.0,37.6,38.7,137040.0,53036.0,8639.0,11596.0,19563.0,4992.0,2458.0,49.2,287.0
India,West Bengal,"Calendar Year (Jan - Dec), 2019",Eastern Region,,8170.0,49.5,51.9,779291.0,403677.0,38993.0,159487.0,77492.0,23652.0,10755.0,45.5,972.0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2018",Eastern Region,,69.0,39.4,42.7,4700.0,1800.0,100.0,300.0,1100.0,,,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Southern Region,,6935.0,112.6,114.1,274600.0,309200.0,106000.0,55400.0,87800.0,26200.0,24500.0,93.5,1231.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",North-Eastern Region,,153.0,25.0,30.3,13400.0,3400.0,400.0,400.0,2300.0,600.0,200.0,33.3,30.0
India,Assam,"Calendar Year (Jan - Dec), 2018",North-Eastern Region,,2370.0,42.6,44.0,134300.0,57200.0,11300.0,8500.0,22900.0,9300.0,4300.0,46.2,481.0
India,Bihar,"Calendar Year (Jan - Dec), 2018",Eastern Region,,6711.0,32.2,34.0,314800.0,101200.0,35600.0,12400.0,31300.0,30900.0,16100.0,52.1,2117.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2018",Northern Region,,441.0,112.5,115.4,61900.0,69700.0,2500.0,34900.0,10300.0,,,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",Central Region,,2516.0,63.2,65.9,132400.0,83700.0,10400.0,29100.0,22600.0,9700.0,2800.0,28.9,618.0
India,Delhi,"Calendar Year (Jan - Dec), 2018",Northern Region,,3613.0,94.1,96.3,1144600.0,1077000.0,33400.0,594600.0,99300.0,,,,
India,Goa,"Calendar Year (Jan - Dec), 2018",Western Region,,684.0,26.7,28.1,65300.0,17400.0,700.0,4600.0,8600.0,,,,
India,Gujarat,"Calendar Year (Jan - Dec), 2018",Western Region,,7922.0,75.6,82.2,640400.0,483900.0,57100.0,235100.0,119900.0,12600.0,7500.0,59.5,752.0
India,Haryana,"Calendar Year (Jan - Dec), 2018",Northern Region,,4842.0,58.6,67.6,366400.0,214900.0,47900.0,67200.0,61900.0,13500.0,8800.0,65.2,664.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",Northern Region,,1531.0,31.1,31.8,84900.0,26400.0,5800.0,4600.0,9500.0,4300.0,1400.0,32.6,187.0
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2018",Northern Region,,1783.0,42.9,43.6,104000.0,44600.0,6300.0,7900.0,19000.0,4600.0,2000.0,43.5,360.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",Eastern Region,,2954.0,27.7,30.6,195700.0,54300.0,7200.0,13600.0,20400.0,6800.0,2500.0,36.8,442.0
India,Karnataka,"Calendar Year (Jan - Dec), 2018",Southern Region,,10041.0,69.7,75.7,835700.0,582500.0,100900.0,169500.0,194500.0,35600.0,31100.0,87.4,1778.0
India,Kerala,"Calendar Year (Jan - Dec), 2018",Southern Region,,6382.0,63.8,65.5,441900.0,282000.0,65800.0,36200.0,102600.0,12700.0,16300.0,128.3,626.0
India,Ladakh,"Calendar Year (Jan - Dec), 2018",Northern Region,,,,,,,,,,,,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",Southern Region,,13.0,8.3,7.1,1000.0,100.0,0.0,0.0,,,,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018",Central Region,,6581.0,65.1,67.7,341400.0,222100.0,65900.0,46600.0,57500.0,19900.0,11600.0,58.3,1339.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2018",Western Region,,12462.0,106.9,94.1,2292800.0,2450200.0,92700.0,853700.0,338200.0,12200.0,7200.0,59.0,741.0
India,Manipur,"Calendar Year (Jan - Dec), 2018",North-Eastern Region,,176.0,44.6,45.1,9000.0,4000.0,500.0,200.0,2700.0,300.0,100.0,33.3,23.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2018",North-Eastern Region,,343.0,27.2,30.8,21500.0,5800.0,800.0,1100.0,3100.0,1800.0,700.0,38.9,93.0
India,Mizoram,"Calendar Year (Jan - Dec), 2018",North-Eastern Region,,190.0,35.8,38.2,8500.0,3000.0,400.0,300.0,1900.0,2100.0,1100.0,52.4,86.0
India,Nagaland,"Calendar Year (Jan - Dec), 2018",North-Eastern Region,,160.0,34.7,34.8,10000.0,3500.0,300.0,400.0,2300.0,100.0,,0.0,10.0
India,Odisha,"Calendar Year (Jan - Dec), 2018",Eastern Region,,4839.0,37.6,40.5,268900.0,101000.0,18000.0,28400.0,29600.0,16200.0,7800.0,48.1,999.0
India,Puducherry,"Calendar Year (Jan - Dec), 2018",Southern Region,,245.0,63.8,66.8,16200.0,10400.0,2300.0,1500.0,4300.0,700.0,500.0,71.4,37.0
India,Punjab,"Calendar Year (Jan - Dec), 2018",Northern Region,,6474.0,63.5,68.3,347800.0,220900.0,71100.0,70600.0,42900.0,7300.0,6400.0,87.7,422.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2018",Northern Region,,7184.0,76.6,80.7,334000.0,255700.0,84200.0,49000.0,70500.0,22900.0,17300.0,75.5,1551.0
India,Sikkim,"Calendar Year (Jan - Dec), 2018",Eastern Region,,137.0,26.6,29.7,8500.0,2300.0,100.0,400.0,1400.0,,,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018",Southern Region,,10851.0,113.5,110.8,716700.0,813600.0,144300.0,240100.0,184500.0,10000.0,9300.0,93.0,617.0
India,Telangana,"Calendar Year (Jan - Dec), 2018",Southern Region,,5148.0,107.4,115.1,417800.0,448600.0,59000.0,207700.0,112300.0,16700.0,16500.0,98.8,900.0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2018",Western Region,Since 2020 figures for Dadra & Nagar Haveli include Daman & Diu as well,,21.75,26.9,3900.0,1700.0,100.0,900.0,800.0,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2018",Western Region,,,13.75,16.4,4600.0,1300.0,0.0,700.0,500.0,,,,
India,Tripura,"Calendar Year (Jan - Dec), 2018",North-Eastern Region,,455.0,40.7,41.4,22000.0,9000.0,2200.0,1400.0,2900.0,5900.0,2400.0,40.7,144.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",Central Region,,17022.0,41.2,43.9,953600.0,392700.0,124100.0,79600.0,113000.0,81900.0,44700.0,54.6,4304.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",Central Region,,2049.0,36.4,37.8,122500.0,44600.0,8200.0,9900.0,16700.0,4400.0,2100.0,47.7,292.0
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Eastern Region,,7988.0,51.1,53.8,718600.0,367300.0,33900.0,171900.0,66000.0,22000.0,9900.0,45.0,961.0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Eastern Region,,67.0,38.5,42.4,4102.0,1579.0,100.0,300.0,900.0,,,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Southern Region,,6839.0,101.1,104.4,249229.0,252040.0,89800.0,49900.0,72100.0,23150.0,20080.0,86.7,1171.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",North-Eastern Region,,151.0,24.0,25.1,11866.0,2843.0,200.0,300.0,1700.0,570.0,140.0,24.6,29.0
India,Assam,"Calendar Year (Jan - Dec), 2017",North-Eastern Region,,2306.0,40.3,42.1,120976.0,48754.0,10500.0,8400.0,18200.0,8540.0,4520.0,52.9,479.0
