Country,state_name,Year,Name Of The Region,Additional Info,"Distribution Of Offices Of Scheduled Commercial Banks (UOM:Number), Scaling Factor:1","Credit-Deposit Ratio Of Scheduled Commercial Banks According To Place Of Sanction (UOM:Ratio), Scaling Factor:1","Credit-Deposit Ratio Of Scheduled Commercial Banks According To Place Of Utilisation (UOM:Ratio), Scaling Factor:1","Deposits By Scheduled Commercial Banks In India (UOM:INR(IndianRupees)), Scaling Factor:10000000","Credit By Scheduled Commercial Banks In India (UOM:INR(IndianRupees)), Scaling Factor:10000000","Credit To Agriculture By Scheduled Commercial Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Credit To Industry By Scheduled Commercial Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Personal Loans By Scheduled Commercial Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits Of Regional Rural Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Credit Of Regional Rural Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Credit-Deposit Ratio Of Regional Rural Banks (UOM:Ratio), Scaling Factor:1","Number Of Branches Of Regional Rural Banks (UOM:Number), Scaling Factor:1"
India,Bihar,"Calendar Year (Jan - Dec), 2017",Eastern Region,,6602.0,30.9,32.0,295173.0,91294.0,34400.0,9500.0,26300.0,28990.0,14620.0,50.4,2097.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2017",Northern Region,,444.0,100.7,103.5,59618.0,60025.0,2100.0,33800.0,9100.0,,,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017",Central Region,,2443.0,62.4,65.0,118872.0,74179.0,11700.0,25800.0,18500.0,9080.0,2630.0,29.0,597.0
India,Delhi,"Calendar Year (Jan - Dec), 2017",Northern Region,,3615.0,88.3,91.9,1092455.0,965047.0,20400.0,562300.0,84600.0,,,,
India,Goa,"Calendar Year (Jan - Dec), 2017",Western Region,,686.0,25.7,27.6,61693.0,15856.0,700.0,4600.0,7200.0,,,,
India,Gujarat,"Calendar Year (Jan - Dec), 2017",Western Region,,7697.0,68.9,75.2,603973.0,415846.0,50600.0,220400.0,94400.0,11790.0,6350.0,53.9,736.0
India,Haryana,"Calendar Year (Jan - Dec), 2017",Northern Region,,4762.0,59.1,69.1,309629.0,183071.0,43600.0,68100.0,49700.0,11840.0,7670.0,64.8,642.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017",Northern Region,,1542.0,29.7,31.1,78523.0,23339.0,5700.0,4400.0,7900.0,3970.0,1290.0,32.5,186.0
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2017",Northern Region,,1741.0,39.8,40.4,93346.0,37194.0,5600.0,6300.0,14800.0,4030.0,1710.0,42.4,328.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2017",Eastern Region,,2910.0,27.1,29.1,184172.0,49963.0,6800.0,15000.0,17900.0,6480.0,2350.0,36.3,441.0
India,Karnataka,"Calendar Year (Jan - Dec), 2017",Southern Region,,10037.0,67.0,71.2,783250.0,524756.0,92200.0,159500.0,166400.0,36100.0,27770.0,76.9,1742.0
India,Kerala,"Calendar Year (Jan - Dec), 2017",Southern Region,,6452.0,59.8,61.2,411408.0,245827.0,53200.0,35200.0,91100.0,12140.0,13740.0,113.2,614.0
India,Ladakh,"Calendar Year (Jan - Dec), 2017",Northern Region,,,,,,,,,,,,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2017",Southern Region,,13.0,8.4,8.4,961.0,80.0,0.0,0.0,100.0,,,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017",Central Region,,6411.0,60.9,63.4,313014.0,190639.0,56800.0,40800.0,48100.0,19540.0,10960.0,56.1,1327.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2017",Western Region,,12392.0,106.0,94.0,2195511.0,2327351.0,98000.0,894000.0,295200.0,10620.0,7760.0,73.1,727.0
India,Manipur,"Calendar Year (Jan - Dec), 2017",North-Eastern Region,,159.0,38.7,39.7,7774.0,3005.0,500.0,200.0,1900.0,280.0,110.0,39.3,21.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2017",North-Eastern Region,,338.0,25.9,26.3,20450.0,5290.0,700.0,900.0,2500.0,1800.0,660.0,36.7,91.0
India,Mizoram,"Calendar Year (Jan - Dec), 2017",North-Eastern Region,,186.0,36.4,37.8,7166.0,2607.0,300.0,100.0,1700.0,1820.0,950.0,52.2,85.0
India,Nagaland,"Calendar Year (Jan - Dec), 2017",North-Eastern Region,,157.0,31.5,33.1,9422.0,2970.0,300.0,400.0,1900.0,90.0,20.0,22.2,10.0
India,Odisha,"Calendar Year (Jan - Dec), 2017",Eastern Region,,4748.0,38.1,40.5,245281.0,93366.0,17100.0,29000.0,24600.0,15080.0,7480.0,49.6,990.0
India,Puducherry,"Calendar Year (Jan - Dec), 2017",Southern Region,,241.0,63.9,66.3,14606.0,9336.0,2100.0,1500.0,3700.0,540.0,460.0,85.2,37.0
India,Punjab,"Calendar Year (Jan - Dec), 2017",Northern Region,,6366.0,69.0,71.2,330956.0,228314.0,66400.0,65100.0,35600.0,7200.0,5850.0,81.3,403.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2017",Northern Region,,7011.0,67.8,71.6,313673.0,212779.0,75900.0,42200.0,56900.0,21300.0,15210.0,71.4,1489.0
India,Sikkim,"Calendar Year (Jan - Dec), 2017",Eastern Region,,131.0,27.4,31.6,6954.0,1905.0,100.0,400.0,1100.0,,,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2017",Southern Region,,10487.0,105.8,103.8,668507.0,707383.0,124100.0,232000.0,156200.0,8870.0,7710.0,86.9,558.0
India,Telangana,"Calendar Year (Jan - Dec), 2017",Southern Region,,5134.0,97.0,103.6,407654.0,395359.0,47700.0,202400.0,90200.0,15510.0,14220.0,91.7,866.0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2017",Western Region,Since 2020 figures for Dadra & Nagar Haveli include Daman & Diu as well,,18.25,20.75,3593.0,1310.0,100.0,600.0,600.0,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2017",Western Region,,,11.75,17.65,4289.0,1006.0,0.0,900.0,300.0,,,,
India,Tripura,"Calendar Year (Jan - Dec), 2017",North-Eastern Region,,442.0,35.9,36.5,20481.0,7354.0,1900.0,1400.0,2400.0,5380.0,1990.0,37.0,144.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2017",Central Region,,16774.0,40.0,43.0,885163.0,354027.0,122300.0,82800.0,90600.0,75610.0,41700.0,55.2,4188.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2017",Central Region,,2029.0,34.3,35.3,114114.0,39094.0,8000.0,8800.0,13500.0,4010.0,1990.0,49.6,292.0
India,West Bengal,"Calendar Year (Jan - Dec), 2017",Eastern Region,,7903.0,50.3,52.5,682175.0,343079.0,28300.0,175200.0,54400.0,20660.0,9200.0,44.5,961.0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2016",Eastern Region,,63.0,44.2,43.6,3200.0,1400.0,0.0,100.0,700.0,,,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2016",Southern Region,,6567.0,106.0,109.6,210200.0,222900.0,82100.0,44000.0,61800.0,19050.0,17290.0,90.8,1098.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2016",North-Eastern Region,,143.0,29.0,29.1,8700.0,2500.0,100.0,200.0,1400.0,450.0,120.0,26.7,29.0
India,Assam,"Calendar Year (Jan - Dec), 2016",North-Eastern Region,,2209.0,42.2,43.4,102300.0,43200.0,9400.0,7200.0,15500.0,7930.0,4440.0,56.0,465.0
India,Bihar,"Calendar Year (Jan - Dec), 2016",Eastern Region,,6445.0,33.4,34.5,243000.0,81200.0,30100.0,9700.0,22200.0,24370.0,13220.0,50.7,2056.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2016",Northern Region,,433.0,97.8,100.0,55600.0,54400.0,2500.0,32000.0,8000.0,,,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2016",Central Region,,2346.0,63.5,66.3,104600.0,66400.0,10800.0,25000.0,15700.0,8150.0,2540.0,31.2,586.0
India,Delhi,"Calendar Year (Jan - Dec), 2016",Northern Region,,3511.0,100.4,102.9,967000.0,970500.0,24600.0,565300.0,78600.0,,,,
India,Goa,"Calendar Year (Jan - Dec), 2016",Western Region,,670.0,27.1,29.0,55900.0,15100.0,700.0,4700.0,6300.0,,,,
India,Gujarat,"Calendar Year (Jan - Dec), 2016",Western Region,,7432.0,75.4,82.4,518400.0,390700.0,44800.0,224400.0,79700.0,9410.0,5300.0,56.3,695.0
India,Haryana,"Calendar Year (Jan - Dec), 2016",Northern Region,,4567.0,69.9,82.6,252600.0,176500.0,39500.0,63400.0,42000.0,9900.0,6990.0,71.3,610.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2016",Northern Region,,1510.0,32.9,33.6,66300.0,21800.0,5900.0,4700.0,6400.0,3260.0,1170.0,35.9,188.0
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2016",Northern Region,,1706.0,44.2,44.7,80300.0,35400.0,5500.0,6300.0,13300.0,3610.0,1730.0,47.9,326.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2016",Eastern Region,,2840.0,29.6,30.7,159600.0,47100.0,6100.0,13900.0,15900.0,5370.0,2170.0,40.4,449.0
India,Karnataka,"Calendar Year (Jan - Dec), 2016",Southern Region,,9640.0,70.1,75.4,696000.0,488100.0,87600.0,159600.0,142600.0,30680.0,24980.0,81.4,1652.0
India,Kerala,"Calendar Year (Jan - Dec), 2016",Southern Region,,6299.0,62.1,63.0,366100.0,227300.0,51300.0,33500.0,77600.0,10330.0,11920.0,115.4,589.0
India,Ladakh,"Calendar Year (Jan - Dec), 2016",Northern Region,,,,,,,,,,,,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2016",Southern Region,,13.0,10.5,10.5,700.0,0.0,0.0,0.0,,,,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2016",Central Region,,6209.0,61.2,63.5,282500.0,172900.0,50500.0,39300.0,41400.0,16900.0,10440.0,61.8,1294.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2016",Western Region,,12058.0,102.9,91.4,2181700.0,2244200.0,87000.0,872600.0,241600.0,9320.0,6990.0,75.0,711.0
India,Manipur,"Calendar Year (Jan - Dec), 2016",North-Eastern Region,,150.0,41.1,42.3,6000.0,2400.0,400.0,100.0,1500.0,215.0,90.0,41.9,21.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2016",North-Eastern Region,,319.0,24.8,25.2,18100.0,4400.0,900.0,800.0,1900.0,1240.0,620.0,50.0,79.0
India,Mizoram,"Calendar Year (Jan - Dec), 2016",North-Eastern Region,,167.0,40.1,41.7,5900.0,2300.0,300.0,100.0,1500.0,1520.0,860.0,56.6,80.0
India,Nagaland,"Calendar Year (Jan - Dec), 2016",North-Eastern Region,,150.0,34.1,34.7,7700.0,2600.0,200.0,300.0,1600.0,67.0,22.0,32.8,10.0
India,Odisha,"Calendar Year (Jan - Dec), 2016",Eastern Region,,4567.0,40.8,43.3,209200.0,85400.0,18000.0,26600.0,21300.0,13140.0,7380.0,56.2,961.0
India,Puducherry,"Calendar Year (Jan - Dec), 2016",Southern Region,,234.0,67.1,69.4,12600.0,8500.0,1700.0,1400.0,3300.0,450.0,430.0,95.6,36.0
India,Punjab,"Calendar Year (Jan - Dec), 2016",Northern Region,,6168.0,69.8,71.7,290100.0,202400.0,62000.0,67700.0,31200.0,6070.0,5240.0,86.3,387.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2016",Northern Region,,6805.0,72.4,76.3,258900.0,187500.0,66000.0,39900.0,47500.0,17000.0,13600.0,79.0,1403.0
India,Sikkim,"Calendar Year (Jan - Dec), 2016",Eastern Region,,128.0,28.0,35.2,6300.0,1700.0,100.0,500.0,1000.0,,,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2016",Southern Region,,10164.0,113.7,112.4,600000.0,682000.0,116800.0,238100.0,137600.0,7000.0,6760.0,96.6,485.0
India,Telangana,"Calendar Year (Jan - Dec), 2016",Southern Region,,4918.0,104.5,111.5,355700.0,371900.0,43500.0,199500.0,79500.0,12630.0,12520.0,99.1,817.0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2016",Western Region,Since 2020 figures for Dadra & Nagar Haveli include Daman & Diu as well,,17.9,20.1,3000.0,1100.0,0.0,500.0,400.0,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2016",Western Region,,,11.45,14.6,3700.0,800.0,0.0,500.0,200.0,,,,
India,Tripura,"Calendar Year (Jan - Dec), 2016",North-Eastern Region,,424.0,35.3,35.9,17300.0,6100.0,1700.0,400.0,2300.0,4790.0,1844.0,38.5,137.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2016",Central Region,,16264.0,44.6,49.6,742200.0,330900.0,107700.0,96100.0,78300.0,62700.0,37480.0,59.6,4005.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2016",Central Region,,1978.0,34.9,35.8,96500.0,33700.0,7300.0,6900.0,11600.0,3210.0,1950.0,60.7,288.0
India,West Bengal,"Calendar Year (Jan - Dec), 2016",Eastern Region,,7660.0,55.1,57.3,609900.0,335800.0,29500.0,174900.0,46200.0,17470.0,8670.0,49.6,959.0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2015",Eastern Region,,61.0,40.1,39.3,2900.0,1200.0,100.0,100.0,600.0,,,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2015",Southern Region,,6290.0,105.3,108.3,193300.0,198600.0,78200.0,38300.0,51600.0,15300.0,15400.0,100.7,1015.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2015",North-Eastern Region,,135.0,26.8,29.1,8000.0,2200.0,200.0,300.0,1200.0,400.0,100.0,25.0,28.0
India,Assam,"Calendar Year (Jan - Dec), 2015",North-Eastern Region,,2103.0,36.7,37.2,97400.0,35700.0,7400.0,6600.0,13200.0,7900.0,4200.0,53.2,465.0
India,Bihar,"Calendar Year (Jan - Dec), 2015",Eastern Region,,6210.0,33.6,34.3,216800.0,72900.0,28200.0,8800.0,18500.0,21200.0,11700.0,55.2,1950.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2015",Northern Region,,439.0,105.9,110.2,55400.0,58700.0,2500.0,36300.0,7600.0,,,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2015",Central Region,,2253.0,61.6,63.4,99200.0,61100.0,10700.0,23100.0,12600.0,7400.0,2300.0,31.1,583.0
India,Delhi,"Calendar Year (Jan - Dec), 2015",Northern Region,,3447.0,102.6,105.0,884400.0,907300.0,20500.0,515400.0,66100.0,,,,
India,Goa,"Calendar Year (Jan - Dec), 2015",Western Region,,670.0,26.7,28.2,51500.0,13700.0,800.0,4100.0,5700.0,,,,
India,Gujarat,"Calendar Year (Jan - Dec), 2015",Western Region,,7241.0,72.7,79.0,477800.0,347100.0,38200.0,205100.0,62400.0,8100.0,4400.0,54.3,640.0
India,Haryana,"Calendar Year (Jan - Dec), 2015",Northern Region,,4407.0,75.8,85.2,222700.0,168900.0,34800.0,65000.0,37600.0,9000.0,6300.0,70.0,597.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2015",Northern Region,,1466.0,35.3,36.6,59900.0,21100.0,4500.0,5300.0,6000.0,3000.0,1000.0,33.3,188.0
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2015",Northern Region,,1634.0,42.2,42.5,73700.0,31100.0,5300.0,6000.0,10600.0,3100.0,1400.0,45.2,275.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2015",Eastern Region,,2763.0,29.6,30.6,142100.0,42000.0,6000.0,13000.0,13100.0,4700.0,1900.0,40.4,433.0
India,Karnataka,"Calendar Year (Jan - Dec), 2015",Southern Region,,9365.0,67.7,72.6,634300.0,429200.0,76300.0,155500.0,120900.0,25300.0,21700.0,85.8,1621.0
India,Kerala,"Calendar Year (Jan - Dec), 2015",Southern Region,,6190.0,64.6,65.4,328400.0,212200.0,54400.0,30900.0,67700.0,8400.0,10400.0,123.8,558.0
India,Ladakh,"Calendar Year (Jan - Dec), 2015",Northern Region,,,,,,,,,,,,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2015",Southern Region,,13.0,9.1,9.1,800.0,100.0,0.0,0.0,,,,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2015",Central Region,,5997.0,54.8,57.6,279300.0,153000.0,46400.0,38200.0,34400.0,15000.0,9200.0,61.3,1234.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2015",Western Region,,11810.0,92.0,82.7,2150000.0,1977300.0,74800.0,784600.0,201300.0,8400.0,5900.0,70.2,699.0
India,Manipur,"Calendar Year (Jan - Dec), 2015",North-Eastern Region,,138.0,34.0,34.5,5700.0,1900.0,300.0,200.0,1100.0,200.0,100.0,50.0,21.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2015",North-Eastern Region,,294.0,25.9,26.9,16600.0,4300.0,500.0,1200.0,1800.0,1100.0,600.0,54.5,62.0
India,Mizoram,"Calendar Year (Jan - Dec), 2015",North-Eastern Region,,151.0,37.8,39.9,5300.0,2000.0,400.0,100.0,1200.0,1400.0,700.0,50.0,64.0
India,Nagaland,"Calendar Year (Jan - Dec), 2015",North-Eastern Region,,145.0,32.7,34.1,6900.0,2300.0,200.0,400.0,1400.0,100.0,,0.0,10.0
India,Odisha,"Calendar Year (Jan - Dec), 2015",Eastern Region,,4410.0,41.9,43.9,190100.0,79700.0,16900.0,26600.0,18700.0,11700.0,7000.0,59.8,934.0
India,Puducherry,"Calendar Year (Jan - Dec), 2015",Southern Region,,228.0,71.5,74.4,11100.0,7900.0,1800.0,1300.0,3000.0,400.0,400.0,100.0,33.0
India,Punjab,"Calendar Year (Jan - Dec), 2015",Northern Region,,6024.0,75.1,76.8,262000.0,196600.0,57200.0,70900.0,28500.0,5200.0,4500.0,86.5,367.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2015",Northern Region,,6426.0,86.2,90.1,235500.0,203000.0,56400.0,76100.0,38000.0,15300.0,11800.0,77.1,1324.0
India,Sikkim,"Calendar Year (Jan - Dec), 2015",Eastern Region,,122.0,25.6,37.0,5700.0,1500.0,100.0,800.0,800.0,,,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2015",Southern Region,,9847.0,119.0,117.5,545300.0,649200.0,115100.0,236100.0,128000.0,5800.0,6200.0,106.9,448.0
India,Telangana,"Calendar Year (Jan - Dec), 2015",Southern Region,,4721.0,101.6,107.8,323500.0,333500.0,41300.0,177800.0,68700.0,10700.0,11000.0,102.8,780.0
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2015",Western Region,Since 2020 figures for Dadra & Nagar Haveli include Daman & Diu as well,,17.65,18.1,2700.0,1000.0,0.0,400.0,300.0,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2015",Western Region,,,12.15,16.8,3300.0,800.0,0.0,600.0,200.0,,,,
India,Tripura,"Calendar Year (Jan - Dec), 2015",North-Eastern Region,,379.0,33.7,34.0,15500.0,5200.0,800.0,600.0,2200.0,4100.0,1600.0,39.0,128.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2015",Central Region,,15773.0,45.4,48.9,672500.0,305500.0,93200.0,102800.0,64900.0,55100.0,32200.0,58.4,3828.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2015",Central Region,,1903.0,34.5,35.2,88600.0,30600.0,6800.0,7000.0,9700.0,2900.0,1800.0,62.1,262.0
India,West Bengal,"Calendar Year (Jan - Dec), 2015",Eastern Region,,7327.0,57.8,60.3,553700.0,320100.0,24000.0,173200.0,38600.0,15400.0,7700.0,50.0,925.0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2014",Eastern Region,,59.0,39.1,38.5,2600.0,1000.0,100.0,100.0,500.0,,,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",Southern Region,,9900.0,111.3,115.9,441000.0,490800.0,,195500.0,106300.0,20400.0,23800.0,116.4,1531.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2014",North-Eastern Region,,128.0,23.7,24.8,7500.0,1800.0,100.0,200.0,1000.0,300.0,100.0,18.0,21.0
India,Assam,"Calendar Year (Jan - Dec), 2014",North-Eastern Region,,1945.0,37.7,39.9,83800.0,31600.0,6300.0,6200.0,12800.0,6800.0,3800.0,55.8,408.0
India,Bihar,"Calendar Year (Jan - Dec), 2014",Eastern Region,,5696.0,32.8,34.8,190400.0,62500.0,25500.0,7800.0,17500.0,18400.0,10000.0,54.4,1672.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2014",Northern Region,,408.0,120.0,122.4,48300.0,57900.0,3700.0,33100.0,6300.0,,,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2014",Central Region,,2062.0,59.5,61.5,88500.0,52600.0,8900.0,20500.0,11000.0,6600.0,2100.0,31.8,566.0
India,Delhi,"Calendar Year (Jan - Dec), 2014",Northern Region,,3255.0,103.7,105.1,814700.0,844400.0,27900.0,493100.0,73100.0,,,,
India,Goa,"Calendar Year (Jan - Dec), 2014",Western Region,,632.0,28.7,30.2,45100.0,12900.0,1000.0,4300.0,4800.0,,,,
India,Gujarat,"Calendar Year (Jan - Dec), 2014",Western Region,,6743.0,74.7,81.0,414800.0,309800.0,34100.0,182900.0,52800.0,7100.0,3800.0,53.7,581.0
India,Haryana,"Calendar Year (Jan - Dec), 2014",Northern Region,,3962.0,78.1,88.5,193300.0,150900.0,33200.0,59200.0,31800.0,8700.0,5800.0,66.8,542.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",Northern Region,,1386.0,35.8,37.8,52000.0,18600.0,4100.0,5000.0,5700.0,2500.0,1000.0,39.3,188.0
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2014",Northern Region,,1535.0,40.1,40.4,66600.0,26700.0,4200.0,5200.0,8700.0,2900.0,1300.0,43.6,273.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2014",Eastern Region,,2582.0,31.8,33.0,120300.0,38200.0,5600.0,12900.0,11400.0,4200.0,1700.0,39.7,433.0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",Southern Region,,8625.0,71.0,76.5,536900.0,381400.0,73400.0,140800.0,99300.0,21300.0,18100.0,85.0,1472.0
India,Kerala,"Calendar Year (Jan - Dec), 2014",Southern Region,,5858.0,67.7,67.8,281600.0,190600.0,40900.0,28600.0,66300.0,7700.0,9000.0,118.1,509.0
India,Ladakh,"Calendar Year (Jan - Dec), 2014",Northern Region,,,,,,,,,,,,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2014",Southern Region,,13.0,8.6,8.6,700.0,100.0,0.0,0.0,,,,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",Central Region,,5601.0,60.4,63.3,224900.0,135800.0,39700.0,35800.0,28800.0,14200.0,8000.0,56.3,1200.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",Western Region,,11203.0,89.8,81.3,,,71800.0,740600.0,181300.0,7100.0,5000.0,70.3,680.0
India,Manipur,"Calendar Year (Jan - Dec), 2014",North-Eastern Region,,134.0,33.6,34.0,5100.0,1700.0,400.0,200.0,900.0,100.0,100.0,38.5,27.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2014",North-Eastern Region,,286.0,27.4,28.6,14600.0,4000.0,700.0,1400.0,1300.0,1000.0,400.0,45.9,55.0
India,Mizoram,"Calendar Year (Jan - Dec), 2014",North-Eastern Region,,141.0,37.8,40.5,4700.0,1800.0,300.0,100.0,1100.0,1000.0,500.0,50.2,58.0
India,Nagaland,"Calendar Year (Jan - Dec), 2014",North-Eastern Region,,141.0,31.0,32.5,6500.0,2000.0,200.0,400.0,1200.0,100.0,,33.6,10.0
India,Odisha,"Calendar Year (Jan - Dec), 2014",Eastern Region,,3995.0,44.6,46.2,164600.0,73300.0,14200.0,24700.0,16700.0,11100.0,6600.0,59.8,884.0
India,Puducherry,"Calendar Year (Jan - Dec), 2014",Southern Region,,205.0,77.9,80.8,9400.0,7300.0,1600.0,1300.0,2800.0,300.0,300.0,110.0,31.0
India,Punjab,"Calendar Year (Jan - Dec), 2014",Northern Region,,5547.0,79.1,81.3,230000.0,182000.0,50000.0,66500.0,26700.0,4500.0,3700.0,82.2,311.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2014",Northern Region,,5907.0,87.1,91.4,201300.0,175300.0,50800.0,67000.0,31800.0,13600.0,10300.0,75.9,1198.0
India,Sikkim,"Calendar Year (Jan - Dec), 2014",Eastern Region,,113.0,26.5,37.3,5200.0,1400.0,100.0,700.0,800.0,,,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2014",Southern Region,,9090.0,121.8,120.6,500000.0,608700.0,,227700.0,112200.0,4600.0,5600.0,123.0,372.0
India,Telangana,"Calendar Year (Jan - Dec), 2014",Southern Region,,,,,,,,,,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2014",Western Region,Since 2020 figures for Dadra & Nagar Haveli include Daman & Diu as well,51.0,20.4,26.45,2300.0,900.0,0.0,700.0,300.0,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2014",Western Region,,44.0,10.95,17.0,3000.0,700.0,0.0,700.0,200.0,,,,
India,Tripura,"Calendar Year (Jan - Dec), 2014",North-Eastern Region,,354.0,32.4,32.5,13500.0,4400.0,800.0,400.0,1800.0,3600.0,1500.0,40.7,125.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2014",Central Region,,14694.0,44.6,48.0,597700.0,266600.0,82300.0,89000.0,54900.0,48900.0,28000.0,57.3,3604.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2014",Central Region,,1739.0,35.6,36.7,76000.0,27100.0,6400.0,6800.0,8600.0,2500.0,1500.0,61.3,243.0
India,West Bengal,"Calendar Year (Jan - Dec), 2014",Eastern Region,,6931.0,61.6,63.9,480100.0,295900.0,26200.0,157100.0,36500.0,13800.0,6900.0,50.0,907.0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2013",Eastern Region,,53.0,38.6,38.9,2300.0,900.0,0.0,100.0,400.0,,,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2013",Southern Region,,9095.0,112.0,116.0,393400.0,440700.0,96300.0,178200.0,91700.0,17400.0,20600.0,118.1,1496.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2013",North-Eastern Region,,106.0,21.8,38.4,7000.0,1500.0,100.0,1300.0,900.0,200.0,0.0,21.6,18.0
India,Assam,"Calendar Year (Jan - Dec), 2013",North-Eastern Region,,1749.0,37.2,37.2,76700.0,28500.0,5400.0,6100.0,9700.0,5800.0,3300.0,56.4,408.0
India,Bihar,"Calendar Year (Jan - Dec), 2013",Eastern Region,,4990.0,30.5,35.0,163500.0,49800.0,20600.0,7300.0,15600.0,16000.0,7900.0,49.1,1555.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2013",Northern Region,,383.0,127.5,123.1,45400.0,57900.0,4800.0,29600.0,6000.0,,,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2013",Central Region,,1818.0,53.8,61.0,82900.0,44600.0,10300.0,18500.0,10100.0,5900.0,2000.0,33.7,499.0
India,Delhi,"Calendar Year (Jan - Dec), 2013",Northern Region,,3045.0,97.7,94.9,752200.0,734600.0,16300.0,391800.0,58000.0,,,,
